cow,date,kgm,time,meanCH4,meanCO2,meanRatioCH4_CO2,AUC_CH4,AUC_Ratio,peaks,peaks_per_minute,Sum_of_PeaksCH4,Sum_of_PeaksCO2,Sum_of_PeaksRatio,Mean_of_PeaksCH4,Mean_of_PeaksRatio,Sum_MaxPeak,meanCH4_5s,Sum_of_PeaksCH4_5s,validity
6244,Fri Aug 12 09:52:19 CEST 2022,11.4,360,156.53,2876.76,0.04,11925,2.94,4,0.67,6011.67,99690,1.48,29.69,0.01,173.33,156.33,1211.67,1
3132,Fri Aug 12 09:58:21 CEST 2022,20.06,418,250.37,4097.15,0.05,13059.33,2.98,3,0.43,6577.03,74018.76,1.5,44.42,0.01,384.69,250,1360.77,1
9754,Fri Aug 12 10:22:21 CEST 2022,12.94,418,289.8,6101.23,0.04,9460.77,1.27,3,0.43,4822.97,100505.74,0.65,46.66,0.01,177.99,293.83,996.17,11
3628,Fri Aug 12 10:32:53 CEST 2022,15.53,386,173.87,6264.2,0.02,15819.17,1.58,1,0.16,7910.36,121826.42,0.79,86.93,0.01,394.82,183.33,1678.76,0
9765,Fri Aug 12 10:42:57 CEST 2022,7.65,262,252.03,5061.83,0.05,28457.86,5.43,4,0.92,14296.95,283683.21,2.73,58.65,0.01,388.4,252.96,2849.31,1
6499,Fri Aug 12 10:47:21 CEST 2022,14.9,298,168.76,4607.18,0.02,10882.55,1.38,3,0.6,5490.6,150479.6,0.7,35.05,0,161.07,166.95,1065.1,0
7436,Fri Aug 12 10:57:20 CEST 2022,12.38,299,501.63,6815.63,0.07,53893.65,7.84,4,0.8,27303.01,346260.2,4,130.91,0.02,672.24,496.67,5448.16,0
7434,Fri Aug 12 11:02:21 CEST 2022,13.24,298,573.11,6117.73,0.07,63581.88,7.78,3,0.6,31910.74,280975.97,3.91,168.11,0.02,1268.46,580.85,6080.54,1
6723,Fri Aug 12 11:09:25 CEST 2022,14.47,474,355.29,5951.6,0.05,13544.81,2.17,4,0.51,6838.23,158125.82,1.09,33.03,0.01,204.68,344.87,1361.27,1
5425,Fri Aug 12 11:21:03 CEST 2022,10.42,256,524.28,5729.07,0.03,37450.78,2.14,2,0.47,18829.69,213053.91,1.07,140.6,0.01,426.56,520.2,3757.03,1
233,Fri Aug 12 11:25:21 CEST 2022,10.91,298,231.04,3757.42,0.05,24708.72,5.68,4,0.81,12457.05,161100,2.89,53.31,0.01,332.21,231.86,2494.63,1
6243,Fri Aug 12 11:42:21 CEST 2022,16.44,298,332.84,7188.36,0.04,31578.52,3.84,5,1.01,16059.06,313556.38,1.96,74.66,0.01,481.21,332.71,3239.6,10
6732,Fri Aug 12 11:54:06 CEST 2022,10.24,373,188.2,4498.23,0.06,17261.66,5.34,6,0.97,8723.32,202181.02,2.72,31.89,0.01,298.39,187.83,1717.96,1
6500,Fri Aug 12 12:08:21 CEST 2022,11.39,358,263.57,4080.22,0.04,23172.07,3.85,4,0.67,11688.27,164095.98,1.95,48.23,0.01,282.4,266.5,2334.64,11
6493,Fri Aug 12 12:17:22 CEST 2022,8.11,357,251,3624.93,0.06,16149.58,4.23,4,0.67,8225.21,101509.24,2.17,50.74,0.01,272.27,249.33,1642.02,1
2514,Fri Aug 12 12:23:21 CEST 2022,16.55,418,468.13,5536.95,0.08,15295.69,1.9,3,0.43,7864.59,74326.79,0.98,112.54,0.01,613.64,451,1778.47,0
9785,Fri Aug 12 12:42:34 CEST 2022,12.61,285,221.5,4956.64,0.04,22096.84,4.12,3,0.63,11115.79,207597.89,2.09,53.45,0.01,236.84,223.51,2227.37,1
5426,Fri Aug 12 12:53:21 CEST 2022,22.31,418,235.26,2806.67,0.04,11905.55,1.88,4,0.57,6082.11,75755.02,0.96,44.96,0.01,230.1,236.67,1234.74,0
7371,Fri Aug 12 13:04:46 CEST 2022,14.51,333,282.77,4255.47,0.05,28635.68,4.69,5,0.9,14505.23,200989.19,2.37,56.19,0.01,373.87,282.5,2868.47,1
5132,Fri Aug 12 13:12:03 CEST 2022,12.77,376,174.9,2931.72,0.04,11317.02,2.25,4,0.64,5736.7,91243.09,1.15,32.78,0.01,167.55,176.5,1153.72,1
6734,Fri Aug 12 13:25:21 CEST 2022,11.1,298,34.58,448.46,0.02,3740.94,2.03,1,0.2,1898.66,20995.97,1.03,30.14,0.02,56.38,33.39,358.39,10
2513,Fri Aug 12 13:30:21 CEST 2022,12.6,358,125.1,2570.2,0.05,9866.48,4.24,4,0.67,4964.25,85476.54,2.14,22.41,0.01,143.3,152.17,988.83,1
3131,Fri Aug 12 13:36:21 CEST 2022,10.42,418,756.23,6802.85,0.1,57679.52,7.66,5,0.72,29049.47,250448.9,3.85,112.64,0.01,1090.91,776.33,6039.9,11
3153,Fri Aug 12 13:52:26 CEST 2022,12.56,473,511.6,6228.55,0.06,36299.37,4.21,5,0.63,18697.67,206557.04,2.17,97.98,0.01,960.89,499,3787.74,10
6725,Fri Aug 12 14:03:32 CEST 2022,11.72,407,459.63,6850.03,0.05,37419.07,4.33,5,0.74,18897.49,282138.57,2.2,71.81,0.01,504.91,459.33,3778.38,1
6232,Fri Aug 12 14:10:23 CEST 2022,7.83,476,158.77,3163.73,0.05,5852.52,1.34,2,0.25,2968.49,77374.29,0.69,30.24,0.01,99.58,160.83,569.75,11
5430,Fri Aug 12 14:22:53 CEST 2022,19.76,446,135.17,2219.4,0.04,2287,0.93,1,0.13,1154.26,25344.22,0.47,18.32,0.01,24.22,134.67,223.32,11
2504,Fri Aug 12 14:32:49 CEST 2022,13.86,330,471.34,4294.37,0.06,30952.36,3.95,4,0.73,15696,141692.73,2,83.54,0.01,441.64,467.4,3110.18,1
5424,Fri Aug 12 14:38:56 CEST 2022,13.87,383,664.93,4981.39,0.09,43403.34,5.95,4,0.63,21794.26,191733.68,3,84.22,0.01,799.9,661.67,4400.21,11
3134,Fri Aug 12 14:45:21 CEST 2022,15.49,418,341.33,2930.77,0.12,27215.31,8.87,5,0.72,13758.37,91240.77,4.48,63.14,0.02,579.9,351,2679.9,0
6721,Fri Aug 12 14:56:27 CEST 2022,12.16,292,190.12,2902.01,0.07,18869.18,6.6,5,1.03,9539.59,149879.18,3.36,41.42,0.01,314.38,189.17,1901.51,1
5420,Fri Aug 12 15:01:21 CEST 2022,17.83,358,635.03,6278.27,0.11,50897.77,5.22,2,0.34,25650.84,179629.61,2.63,225.12,0.02,699.72,646.33,5078.21,11
6718,Fri Aug 12 15:07:47 CEST 2022,17.58,572,363.67,3423.03,0.07,15438.46,2.56,3,0.31,7772.94,62178.46,1.29,62.8,0.01,399.86,382,1650.84,1
6491,Fri Aug 12 15:18:41 CEST 2022,13.51,578,210.57,3874.5,0.05,11568.17,2.5,5,0.52,5853.63,98908.86,1.27,25.69,0.01,173.88,210.33,1168.86,11
9750,Fri Aug 12 15:29:43 CEST 2022,18.79,516,228.3,4325.07,0.05,10260.47,2.75,3,0.35,5170.93,91069.77,1.38,29.28,0.01,138.37,226,1047.67,0
6498,Fri Aug 12 15:38:46 CEST 2022,16.8,573,241.27,3911.15,0.05,14026.18,2.96,5,0.52,7098.43,110718.12,1.51,27.48,0.01,184.29,242,1420.94,1
2516,Fri Aug 12 15:51:06 CEST 2022,18.3,433,442.07,5488.4,0.07,34594.92,5.39,5,0.69,17494.23,213135.8,2.71,63.69,0.01,457.27,440.67,3475.29,1
1117,Fri Aug 12 15:59:19 CEST 2022,13.01,420,365.13,5692.4,0.05,27012.86,3.45,5,0.71,13662.86,208275.71,1.74,55.18,0.01,368.57,366,2718.57,11
6732,Fri Aug 12 16:09:21 CEST 2022,5.92,298,267.79,5151.12,0.07,21883.49,4.6,4,0.81,11081.07,225048.72,2.33,63.19,0.01,354.77,271.59,2226.85,1
9758,Fri Aug 12 16:14:21 CEST 2022,16.58,298,373.08,3442.98,0.08,40938.93,7.49,4,0.81,20679.87,162811.41,3.79,113.93,0.02,864.77,377.29,4097.32,0
9759,Fri Aug 12 16:20:40 CEST 2022,5.76,519,209.87,3464.9,0.04,11855.49,2.29,5,0.58,6003.47,90797.69,1.16,28.62,0.01,191.91,208.67,1195.38,1
7431,Fri Aug 12 16:31:42 CEST 2022,13.58,397,1109.17,6914.6,0.13,90028.41,11.5,6,0.91,45509.32,294704.28,5.81,163.29,0.02,2342.72,1144.33,8927.15,1
9754,Fri Aug 12 16:40:10 CEST 2022,8.63,369,432.53,3563.09,0.07,36271.54,5.99,6,0.98,18359.02,127833.17,3.05,79.93,0.01,830.57,435.7,3750.57,0
4110,Fri Aug 12 16:46:21 CEST 2022,15.24,418,223.43,4760.93,0.05,12410.24,3.19,3,0.43,6290.24,116255.31,1.61,41.06,0.01,182.01,221,1233.88,1
7441,Fri Aug 12 17:31:21 CEST 2022,8.25,358,202.06,5460.52,0.03,10035.75,1.76,2,0.34,5072.51,88211.06,0.89,44.14,0.01,121.68,204.7,1009.61,11
9779,Fri Aug 12 17:39:12 CEST 2022,10.84,307,200.7,2200.27,0.08,21283.39,8.32,5,0.98,10772.64,99480.78,4.21,45.29,0.02,302.93,201.83,2179.15,0
9752,Fri Aug 12 17:46:06 CEST 2022,10.18,253,349.47,3559.54,0.05,22639.21,3.16,4,0.95,11628.62,102613.75,1.63,102.33,0.02,483.32,353.8,2353.99,10
3628,Fri Aug 12 17:50:21 CEST 2022,10.78,298,217.25,3378.38,0.06,22166.17,5.3,4,0.81,11168.86,155850.6,2.68,52,0.01,295.17,218.07,2232.48,10
6499,Fri Aug 12 17:55:21 CEST 2022,9.96,418,276.57,3832.13,0.06,21904.31,4.42,6,0.86,11155.98,125774.93,2.25,51.06,0.01,383.97,277.5,2214.83,0
7436,Fri Aug 12 18:06:48 CEST 2022,9.48,271,233.42,2651.85,0.1,26253.87,6.29,3,0.66,13266.42,149075.42,3.21,75.25,0.02,332.1,231.67,2610.33,0
6500,Fri Aug 12 18:11:21 CEST 2022,7.81,298,275.55,4958.33,0.05,24336.24,3.96,4,0.81,12370.47,211159.73,2.01,68.52,0.01,370.47,276.61,2482.55,1
6720,Fri Aug 12 18:18:26 CEST 2022,8.99,293,333.56,4283.24,0.1,21828.94,8.07,5,1.02,11193.17,169681.23,4.11,81.04,0.02,726.96,343.24,2267.71,1
6243,Fri Aug 12 18:23:21 CEST 2022,9.87,298,642.47,5306.66,0.16,63541.61,8.39,3,0.6,31940.94,255197.32,4.23,202.46,0.03,1372.15,653.56,6269.8,11
2513,Fri Aug 12 18:30:58 CEST 2022,7.37,441,244.57,4384.9,0.05,15914.29,3.38,5,0.68,8074.83,147957.82,1.71,33.63,0.01,229.25,242.83,1609.25,0
7371,Fri Aug 12 18:40:21 CEST 2022,9.69,298,190.17,4422.42,0.07,14949.66,5.73,4,0.81,7550.34,158062.95,2.92,42.21,0.02,247.65,187.97,1489.93,1
6244,Fri Aug 12 18:45:29 CEST 2022,15.62,410,210.03,3386.15,0.07,9930.44,2.39,2,0.29,4998.15,71204.78,1.21,39.7,0.01,110.63,208.53,996.59,11
2514,Fri Aug 12 18:52:21 CEST 2022,12.37,418,238.9,3307.8,0.05,15324.98,3.11,4,0.57,7722.2,109996.36,1.58,37.65,0.01,224.07,238.67,1538.47,1
5425,Fri Aug 12 19:03:34 CEST 2022,12.61,285,382.5,6557.85,0.08,41081.68,6.56,5,1.05,20730.95,370165.89,3.33,82.3,0.01,618.95,383.65,4122.11,1
233,Fri Aug 12 19:08:22 CEST 2022,8.81,297,392.42,3757.17,0.1,39305.05,8.04,3,0.61,19719.19,174334.14,4.03,100.2,0.02,680.81,402.37,3937.37,1
6722,Fri Aug 12 19:14:00 CEST 2022,22.26,679,148.9,5874.03,0.03,5492.78,0.74,2,0.18,2774.67,100451.84,0.37,17.86,0,45.07,149.5,562,10
6493,Fri Aug 12 19:31:47 CEST 2022,7.01,332,170.66,3664.56,0.09,17074.7,7.59,6,1.08,8680.48,164415.54,3.88,37.97,0.02,312.11,169.17,1726.99,1
6734,Fri Aug 12 19:39:01 CEST 2022,10.27,318,352.37,3944.35,0.07,23520.75,4.12,4,0.75,11988.68,132951.32,2.12,85.76,0.02,438.68,353.33,2426.42,1
7435,Fri Aug 12 19:44:21 CEST 2022,18.6,358,370.14,2664.91,0.12,32335.31,8.88,4,0.67,16253.3,100071.62,4.47,80.34,0.02,844.02,359.5,3159.22,0
6239,Fri Aug 12 19:50:42 CEST 2022,14.6,457,417.93,5452.63,0.06,30144.42,4.04,5,0.66,15241.58,195569.28,2.04,59.02,0.01,397.81,421.33,3035.45,1
2517,Fri Aug 12 19:58:21 CEST 2022,21.3,538,430.01,3933.87,0.1,28135.09,6.27,4,0.45,14124.54,125471.38,3.16,52.43,0.01,499.18,443.5,2710.71,1
5920,Fri Aug 12 20:09:44 CEST 2022,21.53,515,231.37,4500.87,0.05,13182.06,2.65,4,0.47,6624.47,131911.46,1.33,27.7,0.01,170.8,231.43,1328.16,11
2505,Fri Aug 12 20:20:50 CEST 2022,14.9,389,211.33,2949.61,0.06,13881.75,3.51,4,0.62,7025.09,94242.88,1.8,36.36,0.01,198.66,213.67,1400.82,11
7437,Fri Aug 12 20:27:21 CEST 2022,11.97,418,159.27,2585.88,0.06,8394.26,2.31,3,0.43,4238.76,66984.4,1.17,25.41,0.01,116.27,159.33,858.37,11
5546,Fri Aug 12 20:35:44 CEST 2022,5.95,575,413.67,8906.57,0.04,23623.72,2.38,5,0.52,11942.4,241687.51,1.21,45.46,0,313.57,416.1,2387.48,11
5546,Fri Aug 12 20:56:04 CEST 2022,0,75,401.58,2401.92,0.09,17336,3.63,1,0.8,8984,43672,1.93,641.71,0.14,1412,388.67,1728,1
2511,Fri Aug 12 20:57:21 CEST 2022,12.88,118,279.82,3147.33,0.11,27287.8,10.29,1,0.51,13775.59,112437.97,5.22,222.19,0.08,363.05,280.52,2658.31,0
7443,Fri Aug 12 21:14:21 CEST 2022,5.38,658,133.07,2649.73,0.08,4273.31,1.82,4,0.36,2189.91,39307.29,0.93,17.97,0.01,87.9,134.17,445.17,0
3153,Fri Aug 12 21:29:13 CEST 2022,12.75,546,114.63,4519.5,0.02,6104.4,0.97,4,0.44,3090.11,118091.21,0.49,14.93,0,82.42,114.67,623.08,10
5420,Fri Aug 12 21:39:02 CEST 2022,14.17,497,1085.1,7008.37,0.13,58994.37,6.92,3,0.36,29605.23,182160.24,3.47,143.84,0.02,1195.17,1091,5857.55,1
7957,Fri Aug 12 21:50:38 CEST 2022,15.6,341,217.64,2667.13,0.04,19906.28,3.91,4,0.7,10012.79,118605.75,1.96,41.09,0.01,259.35,216.83,1995.31,1
6723,Fri Aug 12 21:56:21 CEST 2022,15.84,418,543.73,4504.85,0.08,43039.52,6.3,4,0.57,21618.09,158539.81,3.17,84.5,0.01,748.85,555.37,4184.5,1
6232,Fri Aug 12 22:03:21 CEST 2022,9.04,538,458.41,6397.23,0.05,30019.85,2.97,5,0.56,15172.19,208027.14,1.5,52.02,0.01,374.72,459,3009.81,1
6721,Fri Aug 12 22:18:21 CEST 2022,11.83,298,174.11,1282.74,0.16,15924.16,10.36,2,0.4,8057.72,51028.19,5.32,85.54,0.06,229.53,175.25,1606.71,10
7438,Fri Aug 12 22:23:21 CEST 2022,17.44,358,847.57,7021.29,0.11,83202.23,10.38,4,0.67,41825.7,321083.8,5.22,169.17,0.02,1422.91,868.17,8405.03,1
7434,Fri Aug 12 22:29:21 CEST 2022,10.63,478,1071.86,8393.87,0.08,75430.29,5.97,5,0.63,37943.85,268518.08,3,140.79,0.01,1393.93,1063.53,7756.82,1
2507,Fri Aug 12 22:39:06 CEST 2022,17.59,553,657.99,5084.1,0.1,36637.11,5.62,4,0.43,18439.64,118520.07,2.83,91.83,0.01,797.79,657.5,3559.42,1
6499,Fri Aug 12 22:52:13 CEST 2022,7.18,366,258.26,2575.01,0.05,15671.15,3.11,6,0.98,8034.75,79364.92,1.61,47.53,0.01,352.79,259.83,1567.87,0
7436,Fri Aug 12 23:00:35 CEST 2022,6.42,284,621.78,4979.51,0.12,54104.37,11.45,3,0.63,27278.03,184318.31,5.75,160.15,0.03,994.86,606.46,5596.48,0
6725,Fri Aug 12 23:05:21 CEST 2022,11.85,298,212.64,3709.3,0.05,20788.59,3.88,3,0.6,10491.95,165063.22,1.96,60.28,0.01,241.61,212.37,2069.8,1
6718,Fri Aug 12 23:10:40 CEST 2022,14.46,459,267.27,3353.63,0.05,15701.18,2.64,3,0.39,7888.89,96879.74,1.33,38.13,0.01,188.63,267.9,1581.96,11
6490,Fri Aug 12 23:20:22 CEST 2022,17.9,357,112.43,1758.42,0.06,5796.64,2.67,3,0.5,2922.69,51867.56,1.35,20.2,0.01,90.76,112.17,564.71,11
6491,Fri Aug 12 23:26:21 CEST 2022,12.16,358,510,5706.85,0.06,31429.61,3.84,3,0.5,15848.04,121146.03,1.94,102.99,0.01,926.82,526.33,3264.8,1
6500,Fri Aug 12 23:35:47 CEST 2022,6.84,392,362.3,4737.97,0.07,23360.2,4.5,3,0.46,11759.69,108272.45,2.27,73.04,0.01,555.61,374.67,2458.16,1
9754,Fri Aug 12 23:42:25 CEST 2022,9.61,414,390.5,4785.63,0.07,26430.43,4.04,2,0.29,13271.01,109346.38,2.03,107.75,0.02,445.65,394,2533.33,11
9765,Fri Aug 12 23:51:50 CEST 2022,10.37,329,262.37,5321.32,0.05,23471.12,3.24,2,0.36,11748.33,188056.41,1.62,65.54,0.01,456.84,267.33,2208.51,10
7371,Fri Aug 12 23:58:41 CEST 2022,8.85,278,212.42,5971.63,0.03,22068.35,2.71,4,0.86,11136.26,290768.63,1.37,48.32,0.01,265.04,213.45,2211.8,0
6502,Sat Aug 13 00:04:29 CEST 2022,6.67,290,177.93,2162.94,0.04,14706.62,3.33,4,0.83,7442.9,86854.76,1.69,39.31,0.01,211.86,177.9,1464,11
9779,Sat Aug 13 00:19:42 CEST 2022,7.75,277,154.58,3076.65,0.05,11559.42,3.54,4,0.87,5849.24,126716.97,1.81,34.56,0.01,196.68,154.91,1164.04,1
5424,Sat Aug 13 00:24:46 CEST 2022,14.97,333,391.5,4482.19,0.08,21998.2,5.03,3,0.54,11093.69,148436.04,2.54,61.78,0.01,263.06,398.67,2230.63,1
6498,Sat Aug 13 00:30:21 CEST 2022,8.95,358,234.03,2240.69,0.07,16670.95,5.67,4,0.67,8394.97,84019.11,2.85,34.14,0.01,214.53,230,1649.16,10
9752,Sat Aug 13 00:39:45 CEST 2022,11.43,274,221.85,4693.21,0.08,17577.37,8.23,4,0.88,8894.89,188301.02,4.15,48.88,0.02,304.38,220.36,1743.07,1
9750,Sat Aug 13 00:44:22 CEST 2022,21.26,357,149.53,2298.05,0.04,7191.6,1.61,3,0.5,3668.91,54053.11,0.84,38.15,0.01,154.62,149.17,714.29,0
9758,Sat Aug 13 00:51:06 CEST 2022,16.05,493,359.77,5397.03,0.05,22052.74,2.84,4,0.49,11129.82,163656.63,1.43,46.55,0.01,257.4,362.33,2218.66,1
3628,Sat Aug 13 01:03:58 CEST 2022,10.01,321,133.2,2594.23,0.02,9762.62,1.68,3,0.56,4943.93,77261.68,0.85,30.22,0.01,133.64,134,943.93,10
5430,Sat Aug 13 01:09:22 CEST 2022,19.75,417,788.33,7454.75,0.08,45136.69,4.42,3,0.43,22680.58,214715.68,2.22,135.46,0.01,823.74,820.67,4398.56,11
3134,Sat Aug 13 01:31:39 CEST 2022,15.48,580,550.8,4604.33,0.18,25522.76,8.11,4,0.41,12846.21,104120.69,4.07,64.61,0.02,520.86,554.33,2642.07,11
6243,Sat Aug 13 01:42:42 CEST 2022,9.44,517,116.67,2328.1,0.04,6214.7,1.76,4,0.46,3138.1,68557.83,0.89,14.68,0,99.81,117.17,642.94,11
6734,Sat Aug 13 01:55:34 CEST 2022,10.45,285,153.94,3752.83,0.04,15611.79,4.02,5,1.05,7888,187851.37,2.06,32.03,0.01,233.68,152.53,1570.95,0
233,Sat Aug 13 02:01:02 CEST 2022,8.45,317,120.67,2143.75,0.05,11926.18,4.46,3,0.57,6000,73638.36,2.25,32.37,0.01,149.53,123.33,1203.79,11
2504,Sat Aug 13 02:09:39 CEST 2022,14.66,400,289.13,8197.23,0.03,22089.9,2,5,0.75,11219.7,300735.9,1.01,46.47,0,279,288,2232.3,1
2513,Sat Aug 13 02:17:55 CEST 2022,11.59,384,637.94,6308.53,0.07,55021.56,5.87,4,0.63,27614.06,242192.19,2.95,118.98,0.01,1261.09,608.93,5569.06,11
5425,Sat Aug 13 02:26:43 CEST 2022,12.2,276,247.16,4953.49,0.04,29311.74,4.76,6,1.3,14852.61,294436.09,2.4,60.86,0.01,511.3,244.33,2912.17,0
2516,Sat Aug 13 02:31:21 CEST 2022,16.46,298,208.86,3571.44,0.07,20198.66,5.01,4,0.81,10165.77,183487.25,2.55,41.16,0.01,275.84,207.97,2029.53,11
7435,Sat Aug 13 02:37:54 CEST 2022,10.38,325,254.43,3417.79,0.03,24516.92,2.93,5,0.92,12356.31,166241.72,1.48,46.2,0.01,341.54,256.17,2466.46,1
6732,Sat Aug 13 02:43:21 CEST 2022,13.7,358,375.39,4759.25,0.07,27372.4,4.53,5,0.84,13940.11,168347.26,2.31,69.82,0.01,470.11,377.7,2776.09,11
2514,Sat Aug 13 02:49:21 CEST 2022,16.38,418,333.13,5496.91,0.05,21406.22,3.01,3,0.43,10778.47,167055.22,1.51,51.85,0.01,242.58,332.67,2137.32,11
4110,Sat Aug 13 02:58:02 CEST 2022,13.36,497,892.73,9087.2,0.09,60301.81,5.99,5,0.6,30393.56,301111.87,3.02,112.81,0.01,1019.52,875.67,5931.19,1
